#F:MAG_U;F:MAGERR_U;F:MAG_G;F:MAGERR_G;F:MAG_R;F:MAGERR_R;F:MAG_I;F:MAGERR_I;F:MAG_Z;F:MAGERR_Z;D:Z
20.946766,0.190212,18.914366,0.012414,17.764919,0.005100,17.305601,0.004427,16.916933,0.004773,0.108952
21.513069,0.320449,19.474499,0.020795,18.299271,0.008343,17.815924,0.007084,17.419783,0.007584,0.109052
21.844692,0.434918,20.555977,0.056306,18.892612,0.014411,18.293730,0.011000,17.888758,0.011682,0.248308
21.735415,0.393275,19.810408,0.028335,18.647655,0.011500,18.177538,0.009883,17.788960,0.010656,0.131022
24.359806,4.410146,22.559538,0.356431,21.179480,0.118421,20.232534,0.065601,19.748329,0.064766,0.546983
22.612602,0.882210,22.890862,0.483621,21.049589,0.105068,19.992510,0.052589,19.452328,0.049311,0.531679
22.268183,0.642397,23.395540,0.769798,21.455332,0.152675,20.207441,0.064102,19.637907,0.058503,0.661079
25.272762,9.599518,23.334414,0.673256,21.134508,0.110962,20.079298,0.058415,19.690481,0.065404,0.546165
23.045752,1.234371,22.804152,0.413119,20.891777,0.088732,20.216282,0.066270,19.743351,0.068668,0.375841
23.272133,1.520540,22.032480,0.202958,20.011404,0.039440,19.339586,0.029556,18.947266,0.032985,0.342673
23.749050,2.359200,22.622023,0.349320,21.061880,0.103782,20.291327,0.071013,19.844402,0.075365,0.573278
24.029715,3.055137,22.037241,0.203850,20.454233,0.059301,19.453381,0.032821,18.888735,0.031254,0.529531
22.897449,1.076774,22.860518,0.435133,21.035189,0.101262,20.039671,0.056321,19.561497,0.058078,0.543685
22.908186,1.087474,23.441826,0.743267,21.465986,0.150579,20.347815,0.074805,19.859144,0.076396,0.540092
22.929287,1.108816,21.128950,0.088307,19.405771,0.022578,18.794519,0.017890,18.428549,0.020456,0.275068
22.922909,1.102322,22.260334,0.250350,20.782579,0.080242,19.902857,0.049653,19.428690,0.051391,0.548882
22.598080,0.817290,22.551723,0.327419,20.910753,0.090297,19.720005,0.041957,19.143448,0.039518,0.589827
22.629822,0.841538,23.774000,1.009286,21.699963,0.186791,20.732302,0.106592,20.223707,0.106879,0.557077
20.739395,0.147538,20.389305,0.044682,19.999062,0.038994,20.150726,0.062387,19.870600,0.077206,0.349786
21.930241,0.441815,21.328930,0.106166,19.583157,0.026585,18.969627,0.021021,18.573767,0.023384,0.369449
24.085953,3.217551,22.149544,0.226065,20.269531,0.050025,19.503695,0.034378,18.998390,0.034575,0.424897
23.020605,1.206109,23.227564,0.610155,21.329420,0.132782,20.151949,0.062458,19.585499,0.059376,0.583990
22.790787,0.976021,21.021235,0.079967,19.453766,0.023598,18.908045,0.019862,18.534801,0.022560,0.275345
23.092030,1.288122,23.065002,0.525310,21.228479,0.120994,20.079094,0.058404,19.573946,0.058748,0.591594
23.262627,1.507285,22.601097,0.342652,20.663031,0.071876,19.884045,0.048800,19.356733,0.048095,0.422524
23.363726,1.654380,21.010382,0.079171,19.335735,0.021167,18.707258,0.016509,18.268875,0.017659,0.276890
22.682682,0.883522,22.234213,0.244399,21.181185,0.115836,20.322168,0.073059,19.736794,0.068254,0.635446
23.493128,1.863785,22.216160,0.240369,20.072811,0.041734,19.218222,0.026430,18.713978,0.026607,0.427011
22.944550,1.124513,22.533411,0.321943,20.987009,0.096867,20.022783,0.055452,19.524363,0.056125,0.584457
21.967258,0.457139,20.477882,0.048481,19.045298,0.016199,18.440702,0.012915,18.018692,0.014025,0.266125
23.527157,1.923125,22.681385,0.368951,21.429146,0.145556,20.444681,0.081786,19.974373,0.084949,0.539879
23.364254,1.655185,22.281889,0.255370,21.213797,0.119368,20.284887,0.070593,19.864878,0.076800,0.561481
23.515457,1.902512,21.919376,0.182880,20.263538,0.049749,19.626198,0.038484,19.225742,0.042629,0.356724
22.837076,1.018532,21.378508,0.111126,19.619692,0.027495,19.003437,0.021686,18.644243,0.024952,0.324548
23.419491,1.741570,23.043926,0.515211,21.387495,0.140078,20.064146,0.057605,19.413681,0.050685,0.660256
22.756382,0.945578,22.707264,0.377851,21.634981,0.175939,20.787512,0.112153,20.218102,0.106329,0.662677
21.483822,0.292869,19.683172,0.023318,18.327883,0.008366,17.783508,0.007050,17.364075,0.007674,0.160252
22.339518,0.644097,21.705099,0.150125,20.143694,0.044550,19.509958,0.034577,19.033253,0.035704,0.371989
24.148703,3.408993,22.905138,0.453388,21.597940,0.170038,20.725784,0.105954,20.237726,0.108268,0.556695
22.615959,0.830861,22.374218,0.278036,20.680944,0.073072,19.819242,0.045973,19.311298,0.046124,0.460305
22.172358,0.552189,20.363075,0.043616,18.855692,0.013603,18.269386,0.011030,17.843203,0.011931,0.202259
22.197855,0.565310,20.559879,0.052284,18.955025,0.014907,18.354532,0.011929,17.944801,0.013102,0.233946
23.989449,2.943908,22.849493,0.430736,21.636827,0.176239,20.760696,0.109417,20.298302,0.114481,0.626511
26.358110,26.084856,22.062752,0.208697,20.282848,0.050642,19.556025,0.036076,19.061077,0.036630,0.380780
22.836216,1.017727,20.974571,0.076603,19.429462,0.023076,18.824686,0.018394,18.389172,0.019728,0.230232
21.158636,0.217070,19.426357,0.018406,18.227095,0.007624,17.767433,0.006947,17.440874,0.008237,0.159780
22.838594,1.019958,21.366379,0.109892,19.780684,0.031889,19.163052,0.025120,18.742851,0.027324,0.276704
23.093512,1.289881,22.777065,0.402940,22.089945,0.267515,21.392410,0.195781,20.929232,0.204693,0.652914
20.880241,0.167974,19.225883,0.015303,18.066097,0.006574,17.579687,0.005844,17.177664,0.006464,0.104073
22.690411,0.889833,22.078377,0.211722,20.232840,0.048362,19.539726,0.035538,19.095507,0.037811,0.372246
23.062483,1.253538,22.813330,0.416626,21.457127,0.149356,20.544161,0.089633,20.002296,0.087162,0.539112
23.102003,1.300007,23.067520,0.526529,21.353342,0.135740,20.211271,0.065965,19.581516,0.059159,0.590126
26.066246,19.936234,22.700211,0.375404,20.932772,0.092147,19.792948,0.044873,19.263824,0.044151,0.587919
22.887472,1.066925,23.832361,1.065023,22.390158,0.352723,21.118782,0.152166,20.456007,0.132377,0.726877
24.199263,3.571495,22.810257,0.415449,21.159203,0.113515,20.083925,0.058664,19.540167,0.056948,0.565068
23.352943,1.638032,23.712687,0.953869,22.062784,0.260906,20.894361,0.123751,20.279814,0.112548,0.604445
22.530804,0.768186,22.869986,0.438944,21.212057,0.119177,20.311699,0.072358,19.813416,0.073245,0.481433
22.106981,0.519920,20.329384,0.042283,18.821877,0.013186,18.260250,0.010937,17.880171,0.012345,0.231129
23.292768,1.549715,22.711939,0.379481,21.053715,0.103005,20.004099,0.054506,19.436056,0.051741,0.552791
21.113333,0.208199,19.568527,0.020981,18.386190,0.008828,17.744146,0.006799,17.308950,0.007294,0.104476
22.813139,0.996323,22.649925,0.358414,21.575876,0.166618,20.859293,0.119818,20.373892,0.122735,0.564841
21.024929,0.191918,19.104263,0.013681,18.010777,0.006247,17.529978,0.005582,17.155817,0.006335,0.082597
23.511581,1.895734,22.448437,0.297707,21.447403,0.148024,20.745213,0.107867,20.362316,0.121433,0.593319
23.606649,2.069208,23.005268,0.497190,21.539524,0.161132,20.613649,0.095558,20.125475,0.097634,0.566680
21.743210,0.371902,20.012854,0.031590,18.687153,0.011647,18.112715,0.009548,17.694763,0.010407,0.159030
23.809912,2.495221,23.682760,0.927937,22.152439,0.283365,20.807941,0.114283,20.220631,0.106577,0.672354
21.804907,0.393647,20.121706,0.034922,18.682306,0.011596,18.129923,0.009700,17.748676,0.010937,0.218287
24.640984,5.364606,22.772024,0.401074,20.951956,0.093789,19.815241,0.045804,19.273172,0.044533,0.543142
24.642218,5.370712,22.808601,0.414815,21.517342,0.157873,20.547535,0.089912,19.975691,0.085053,0.564644
23.644489,2.142596,22.539867,0.323863,21.173880,0.115060,20.141840,0.061879,19.596560,0.059984,0.626561
21.432011,0.279222,19.723034,0.024190,18.377823,0.008760,17.817375,0.007274,17.400757,0.007938,0.158863
25.728962,14.612670,22.168545,0.230056,20.440672,0.058565,19.748440,0.043071,19.294233,0.045405,0.376331
23.435553,1.767526,22.996393,0.493142,21.337002,0.133712,20.273182,0.069836,19.726448,0.067607,0.554937
25.933519,17.642172,22.944046,0.469930,21.834183,0.211370,20.798748,0.113319,20.212395,0.105772,0.644737
22.545073,0.778348,22.489981,0.309319,21.350203,0.135348,20.333332,0.073814,19.866955,0.076947,0.596720
26.584026,32.118473,22.636093,0.353877,21.214861,0.119485,20.232582,0.067273,19.676373,0.064559,0.628705
20.136927,0.084706,18.503073,0.007864,17.435955,0.003679,16.985531,0.003381,16.635923,0.003924,0.084168
22.622435,0.835831,21.452290,0.118941,19.891689,0.035322,19.224209,0.026576,18.747606,0.027444,0.224735
22.595438,0.815305,21.644209,0.141938,20.321306,0.052468,19.819603,0.045988,19.486776,0.054215,0.224164
21.913345,0.434993,20.188639,0.037142,18.608429,0.010833,18.008659,0.008675,17.602020,0.009555,0.220550
22.500002,0.746699,22.367563,0.276337,20.997658,0.097821,20.053131,0.057024,19.539608,0.056919,0.561944
24.489866,4.667577,22.366837,0.276152,20.615894,0.068822,19.781948,0.044421,19.270020,0.044404,0.455645
20.344433,0.102546,18.931593,0.011669,17.942307,0.005865,17.496756,0.005414,17.144367,0.006268,0.082425
22.390226,0.674894,21.004240,0.078725,19.587641,0.026695,18.945166,0.020553,18.464941,0.021154,0.196681
22.394358,0.677467,23.100010,0.542523,21.629877,0.175114,20.394863,0.078118,19.834787,0.074701,0.742404
23.522163,1.914301,22.986498,0.488668,21.894007,0.223344,21.005896,0.137140,20.417606,0.127777,0.679848
23.548624,1.961528,22.695515,0.373784,21.242893,0.122610,20.392292,0.077933,19.770052,0.070377,0.499725
23.597313,2.051494,22.536053,0.322727,20.836056,0.084293,20.158430,0.062831,19.626476,0.061660,0.381180
23.294811,1.552635,23.247662,0.621555,21.688959,0.184907,20.622818,0.096368,19.996603,0.086707,0.595096
23.698709,2.252310,22.346760,0.271093,20.819269,0.083000,20.037334,0.056200,19.563326,0.058176,0.461865
24.768967,6.035756,22.652050,0.359116,21.285028,0.127462,20.527414,0.088261,20.063580,0.092224,0.495434
22.033899,0.486076,20.808800,0.065756,19.321598,0.020893,18.800362,0.017987,18.463642,0.021128,0.267800
20.604021,0.130243,18.866735,0.010993,17.756786,0.004944,17.256067,0.004337,16.895693,0.004985,0.084141
21.905977,0.432052,20.514503,0.050144,19.045872,0.016208,18.486790,0.013475,18.121998,0.015424,0.218885
22.288929,0.614775,23.144995,0.565474,21.296892,0.128863,20.195221,0.064997,19.788622,0.071591,0.618639
22.749674,0.939755,23.337610,0.675241,21.769520,0.199149,20.545641,0.089756,19.976294,0.085100,0.677250
25.407873,10.871608,21.945839,0.187392,20.230480,0.048257,19.626154,0.038483,19.244488,0.043372,0.328444
22.216825,0.575274,20.590832,0.053796,19.035536,0.016054,18.445963,0.012977,18.080420,0.014845,0.236982
23.002363,1.186014,23.267935,0.633270,21.556849,0.163723,20.468391,0.083591,19.927021,0.081324,0.639989
20.952381,0.179514,19.218094,0.015193,18.042782,0.006434,17.579432,0.005842,17.202137,0.006611,0.130928
21.779881,0.384678,20.146372,0.035724,18.785551,0.012752,18.284981,0.011189,17.908175,0.012667,0.220016
22.042061,0.489744,20.695000,0.059213,19.267380,0.019876,18.759644,0.017325,18.425159,0.020393,0.237414
23.086279,1.281315,22.896952,0.449982,21.909788,0.226614,21.538866,0.224054,21.366056,0.306079,0.489158
22.659384,0.864765,23.632145,0.885671,22.048857,0.257581,20.897051,0.124058,20.416739,0.127675,0.620729
24.869850,6.623452,22.944979,0.470334,21.030998,0.100872,20.098125,0.059437,19.634668,0.062127,0.501067
22.205128,0.569110,20.453901,0.047421,19.024242,0.015888,18.517653,0.013863,18.185677,0.016356,0.233245
24.301222,3.923135,22.689640,0.371767,21.014940,0.099391,20.066500,0.057730,19.521687,0.055987,0.522148
23.704378,2.264101,23.005817,0.497441,21.141712,0.111701,20.091656,0.059084,19.583370,0.059260,0.524212
23.031094,1.217817,22.750807,0.393312,21.325510,0.132304,20.336281,0.074015,19.756037,0.069475,0.578646
21.871325,0.418480,20.063004,0.033084,18.586779,0.010619,18.009415,0.008681,17.588667,0.009438,0.189112
22.587294,0.809212,21.863695,0.173737,20.789001,0.080718,20.051332,0.056930,19.691811,0.065484,0.645800
24.114353,3.302829,22.977720,0.484733,21.280073,0.126882,20.343142,0.074484,19.820118,0.073698,0.518858
24.022671,3.035380,21.798008,0.163538,20.079439,0.041990,19.419889,0.031824,19.008738,0.034906,0.375057
23.102415,1.300502,22.790071,0.407796,21.353689,0.135783,20.365479,0.076032,19.800785,0.072398,0.612378
22.689339,0.888955,22.774536,0.402003,21.370810,0.137941,20.508673,0.086751,20.080250,0.093651,0.576780
25.656631,13.670904,23.565374,0.832845,21.853003,0.215066,21.044836,0.142148,20.623903,0.154516,0.497101
25.070498,7.967889,22.361774,0.274868,20.493872,0.061506,19.865711,0.047983,19.464504,0.053114,0.373385
23.282141,1.534622,23.045170,0.515801,21.361732,0.136793,20.418968,0.079872,19.912443,0.080239,0.537606
22.675816,0.877953,23.059448,0.522630,21.469719,0.151098,20.538702,0.089184,20.100561,0.095419,0.527138
23.791355,2.452940,22.657911,0.361060,21.066462,0.104221,20.296272,0.071337,19.866068,0.076884,0.497012
23.504547,1.883489,21.324589,0.105743,19.767401,0.031501,19.246082,0.027117,18.908535,0.031829,0.262985
24.287306,3.873176,23.193115,0.591100,21.479557,0.152473,20.522547,0.087867,20.066015,0.092431,0.562250
25.629700,13.335978,23.422869,0.730402,21.632191,0.175488,20.521204,0.087758,19.999889,0.086969,0.601017
19.819311,0.063222,18.469641,0.007626,17.729279,0.004820,17.451996,0.005195,17.213037,0.006678,0.084560
23.328859,1.602097,22.418797,0.289690,21.217587,0.119786,20.609346,0.095180,20.074957,0.093195,0.518368
23.297081,1.555882,22.922010,0.460489,21.247629,0.123147,20.329971,0.073586,19.818888,0.073615,0.506566
21.802505,0.392778,20.325403,0.042128,19.097075,0.016990,18.436943,0.012870,17.915106,0.012748,0.119095
22.404734,0.683971,20.700621,0.059520,19.122913,0.017399,18.562574,0.014449,18.201714,0.016600,0.290069
21.567122,0.316223,20.012445,0.031579,18.634302,0.011094,18.108704,0.009512,17.704180,0.010497,0.187340
24.152182,3.419931,22.090343,0.214068,20.254187,0.049323,19.481064,0.033669,18.999107,0.034598,0.430348
21.144423,0.214247,19.564919,0.020911,18.510334,0.009897,17.995029,0.008567,17.588783,0.009439,0.064825
22.237690,0.586436,20.869740,0.069552,19.434124,0.023175,18.901743,0.019747,18.531916,0.022500,0.217944
24.725651,5.799696,22.669765,0.365024,20.958548,0.094360,20.235149,0.067432,19.742651,0.068623,0.433608
23.149921,1.358669,23.239904,0.617130,21.876783,0.219828,20.889425,0.123190,20.447340,0.131325,0.621059
23.357309,1.644631,22.860645,0.435184,21.829639,0.210488,21.029757,0.140187,20.591312,0.149946,0.611978
24.368370,4.173429,23.322622,0.665984,21.624819,0.174300,20.698872,0.103360,20.213497,0.105879,0.520390
20.254354,0.094381,19.328117,0.016814,18.708275,0.011876,18.386036,0.012281,18.143520,0.015733,0.035552
23.346310,1.628052,22.187067,0.234014,20.336412,0.053203,19.564140,0.036346,19.086348,0.037493,0.438414
23.332790,1.607906,23.093716,0.539387,21.308477,0.130245,20.272272,0.069777,19.686008,0.065135,0.549092
21.459152,0.286289,19.860247,0.027448,18.432703,0.009214,17.892807,0.007797,17.493490,0.008646,0.187647
23.651295,2.156069,22.564510,0.331298,20.885279,0.088203,20.081381,0.058527,19.536535,0.056758,0.486279
22.227314,0.580859,20.690420,0.058963,19.144001,0.017741,18.598789,0.014939,18.231895,0.017067,0.262535
23.179295,1.395926,22.316908,0.263741,20.453533,0.059263,19.690884,0.040847,19.216555,0.042270,0.436753
22.888102,1.067544,22.855831,0.433259,21.418108,0.144083,20.465868,0.083397,19.975519,0.085039,0.557277
22.394371,0.677475,20.707726,0.059911,19.206285,0.018788,18.615942,0.015177,18.197161,0.016530,0.233479
24.693041,5.628089,22.886351,0.445610,21.169220,0.114567,20.252096,0.068493,19.742090,0.068588,0.502149
22.550009,0.781895,22.041603,0.204671,20.370207,0.054885,19.720005,0.041957,19.268028,0.044322,0.329424
19.153887,0.034253,17.888308,0.004464,16.977142,0.002411,16.493914,0.002150,16.089413,0.002372,0.028822
24.478283,4.618038,22.335054,0.268186,20.853315,0.085644,19.978189,0.053221,19.437542,0.051812,0.483160
24.438274,4.450969,23.079260,0.532253,21.475401,0.151891,20.385811,0.077469,19.742325,0.068603,0.575431
21.001118,0.187755,19.990341,0.030942,19.305901,0.020594,18.978836,0.021200,18.716734,0.026675,0.028766
23.137684,1.343441,21.569841,0.132541,19.896793,0.035489,19.303133,0.028580,18.877831,0.030942,0.329810
22.812891,0.996095,24.217175,1.518045,22.663122,0.453544,21.572392,0.231079,20.933006,0.205406,0.620583
22.450947,0.713713,21.031168,0.080702,19.553898,0.025878,18.988228,0.021384,18.596552,0.023880,0.220303
20.107460,0.082438,18.503271,0.007865,17.523064,0.003987,17.066046,0.003641,16.721262,0.004245,0.058718
21.282625,0.243330,19.591166,0.021423,18.386215,0.008828,17.875488,0.007674,17.455572,0.008349,0.133359
22.658028,0.863685,22.017685,0.200211,20.217600,0.047688,19.518194,0.034840,19.061089,0.036631,0.401181
19.878269,0.066750,18.261665,0.006296,17.247364,0.003093,16.826927,0.002921,16.485327,0.003416,0.085396
23.012318,1.196937,21.992353,0.195594,20.325331,0.052663,19.644918,0.039154,19.137600,0.039305,0.401807
22.899727,1.079035,20.877972,0.070082,19.280745,0.020122,18.719093,0.016689,18.321604,0.018538,0.262781
20.399973,0.107928,18.708817,0.009505,17.584427,0.004218,17.105551,0.003776,16.722954,0.004252,0.090651
29.571943,503.409760,22.627922,0.351223,21.100372,0.107528,20.247952,0.068232,19.771143,0.070448,0.502906
21.606318,0.327847,19.794397,0.025833,18.413252,0.009050,17.904411,0.007881,17.541487,0.009037,0.189153
23.414488,1.733564,22.930162,0.463959,22.217085,0.300749,21.398394,0.196862,20.902842,0.199778,0.721763
22.887617,1.067066,22.493526,0.310331,20.763685,0.078858,19.926117,0.050729,19.483326,0.054043,0.502713
20.995035,0.186706,19.507635,0.019837,18.344158,0.008492,17.876444,0.007680,17.484133,0.008572,0.132365
23.494600,1.866315,22.300489,0.259783,20.497398,0.061706,19.739458,0.042716,19.276604,0.044674,0.445539
25.088274,8.099431,22.787760,0.406929,21.725466,0.191231,20.784657,0.111858,20.156378,0.100453,0.582608
22.901909,1.081205,22.586802,0.338170,21.189066,0.116680,20.442623,0.081631,19.939810,0.082288,0.506475
23.958696,2.861695,22.151482,0.226468,20.380070,0.055386,19.414379,0.031663,18.949190,0.033044,0.488402
20.763222,0.150811,19.134748,0.014071,18.076738,0.006638,17.569132,0.005787,17.209892,0.006658,0.090014
20.860596,0.164962,18.907705,0.011416,17.765005,0.004982,17.283674,0.004449,16.904861,0.005028,0.086673
20.871603,0.166643,18.991873,0.012336,17.800112,0.005145,17.292398,0.004485,16.882467,0.004925,0.088771
20.189701,0.088925,18.661800,0.009102,17.646540,0.004467,17.143106,0.003909,16.758539,0.004394,0.053306
25.419060,10.984211,22.441961,0.295937,21.009514,0.098895,20.162317,0.063057,19.688063,0.065258,0.505455
24.136463,3.370777,22.664497,0.363257,21.130121,0.110515,20.219564,0.066471,19.747284,0.068917,0.500304
22.903004,1.082297,22.781292,0.404512,21.061150,0.103712,20.165031,0.063215,19.804737,0.072662,0.466462
19.565374,0.050037,18.503195,0.007865,17.848558,0.005380,17.519928,0.005531,17.264137,0.006999,0.029624
24.767384,6.026959,22.641050,0.355496,21.230991,0.121274,20.372250,0.076508,19.852461,0.075927,0.511063
20.020407,0.076086,18.334276,0.006732,17.240557,0.003073,16.764311,0.002758,16.368706,0.003068,0.090750
25.276651,9.633965,22.197340,0.236238,20.339947,0.053376,19.618069,0.038197,19.158024,0.040052,0.401096
22.699554,0.897359,21.893179,0.178520,21.381645,0.139325,20.801542,0.113611,20.307356,0.115439,0.561685
20.928314,0.175578,19.170931,0.014547,17.991631,0.006138,17.521318,0.005538,17.145805,0.006277,0.127786
